site_name,longitude,latitude,ngr,group,order,family,subfamily,tribe,species,ref,input_by,id,habitat,zone,cat,area,lgm,collector,notes,references
Ogof-y-Ci,-3.3930919,51.783997,SO04001040,Insecta:Collembola,Entomobryomorpha,Isotomidae,,,Folsomia agrelli,BR14:218,Robert. I. Carthy,4630,Terrestrial habitat,,Troglobiont,Cave South Wales,,"Maxwell, WGR; Browne, P",,
Ogof-y-Ci,-3.3930919,51.783997,SO04001040,Insecta:Plecoptera,,,,,Dinocras cephalotes,BR14:218,Robert. I. Carthy,4631,Terrestrial habitat,DZ,Trogloxene,Cave South Wales,,"Maxwell, WGR; Browne, P",,
Ogof-y-Ci,-3.3930919,51.783997,SO04001040,Insecta:Ephemeroptera,,,,,Rhithrogena semicolorata,BR14:218,Robert. I. Carthy,4633,Terrestrial habitat,DZ,Trogloxene,Cave South Wales,,"Maxwell, WGR; Browne, P",,
Ogof-y-Ci,-3.3930919,51.783997,SO04001040,Insecta:Coleoptera,Polyphaga,Staphylinidae,Oxytelinae,Thinobiini,Ochthephilus aureus,BR14:218,Robert. I. Carthy,4634,Terrestrial habitat,,Eutroglophile,Cave South Wales,,"Maxwell, WGR; Browne, P",,
Ogof-y-Ci,-3.3930919,51.783997,SO04001040,Arachnida:Araneae,,Nesticidae,,,Nesticus cellulanus juvenile,BR14:218,Robert. I. Carthy,4636,Terrestrial habitat,,Eutroglophile,Cave South Wales,,"Maxwell, WGR; Browne, P",,
Ogof-y-Ci,-3.3930919,51.783997,SO04001040,Arachnida:Araneae,,Linyphiidae,,,Porrhomma convexum,BR14:218,Robert. I. Carthy,4637,Terrestrial habitat,,Eutroglophile,Cave South Wales,,"Maxwell, WGR; Browne, P",,
Machen Lead Mines,-3.1372093,51.581743,ST21308760,Insecta:Collembola,Entomobryomorpha,Tomoceridae,,,Pogonognathellus longicornis,BR14:218,Robert. I. Carthy,4638,Terrestrial habitat,,Eutroglophile,Mine (various types),,"Maxwell, WGR; Browne, P",,
Machen Lead Mines,-3.1372093,51.581743,ST21308760,Insecta:Collembola,Poduromorpha,Hypogastruridae,,,Schaefferia emucronata group,BR14:218,Robert. I. Carthy,4639,Terrestrial habitat,,Eutroglophile,Mine (various types),,"Maxwell, WGR; Browne, P",,
Machen Lead Mines,-3.1372093,51.581743,ST21308760,Insecta:Collembola,Symphypleona,Arrhopalitidae,,,Pygmarrhopalites pygmaeus,BR14:218,Robert. I. Carthy,4640,Terrestrial habitat,,Eutroglophile,Mine (various types),,"Maxwell, WGR; Browne, P","Vargovitsh 2009a,b",
Machen Lead Mines,-3.1372093,51.581743,ST21308760,Insecta:Collembola,Poduromorpha,Onychiuridae,,,Oligaphorura schoetti,BR14:218,Robert. I. Carthy,4641,Terrestrial habitat,,Troglobiont,Mine (various types),,"Maxwell, WGR; Browne, P",,
Machen Lead Mines,-3.1372093,51.581743,ST21308760,Insecta:Collembola,Neelipleona,Neelidae,,,Megalothorax minimus,BR14:218,Robert. I. Carthy,4642,Terrestrial habitat,,Eutroglophile,Mine (various types),,"Maxwell, WGR; Browne, P",,
Machen Lead Mines,-3.1372093,51.581743,ST21308760,Insecta:Collembola,Entomobryomorpha,Isotomidae,,,Folsomia agrelli,BR14:218,Robert. I. Carthy,4643,Terrestrial habitat,,Troglobiont,Mine (various types),,"Maxwell, WGR; Browne, P",,
Machen Lead Mines,-3.1372093,51.581743,ST21308760,Insecta:Collembola,Poduromorpha,Onychiuridae,,,Onychiurus sp.,BR14:219,Robert. I. Carthy,4644,Terrestrial habitat,,Eutroglophile,Mine (various types),,"Maxwell, WGR; Browne, P",,
Machen Lead Mines,-3.1372093,51.581743,ST21308760,Insecta:Coleoptera,Polyphaga,Cerambycidae,,,Rhagium bifasciatum,BR14:219,Robert. I. Carthy,4645,Terrestrial habitat,,Trogloxene,Mine (various types),,"Maxwell, WGR; Browne, P",,
Machen Lead Mines,-3.1372093,51.581743,ST21308760,Insecta:Coleoptera,Polyphaga,Cerambycidae,,,Rhagium mordax,BR14:219,Robert. I. Carthy,4646,Terrestrial habitat,,Trogloxene,Mine (various types),,"Maxwell, WGR; Browne, P",,
Machen Lead Mines,-3.1372093,51.581743,ST21308760,Insecta:Coleoptera,Polyphaga,Cantharidae,,,Rhagonycha limbata,BR14:219,Robert. I. Carthy,4647,Terrestrial habitat,,Trogloxene,Mine (various types),,"Maxwell, WGR; Browne, P",,
Machen Lead Mines,-3.1372093,51.581743,ST21308760,Insecta:Diptera,,Mycetophilidae,Mycetophilinae,Exechiini,Exechiopsis subulata,BR14:219,Robert. I. Carthy,4648,Terrestrial habitat,DZ,Eutroglophile,Mine (various types),,"Maxwell, WGR; Browne, P",,
Machen Lead Mines,-3.1372093,51.581743,ST21308760,Insecta:Diptera,,Pediciidae,Pediciinae,,Tricyphona immaculata,BR14:219,Robert. I. Carthy,4649,Terrestrial habitat,Th,Trogloxene,Mine (various types),,"Maxwell, WGR; Browne, P",,
Machen Lead Mines,-3.1372093,51.581743,ST21308760,Insecta:Diptera,,Limoniidae,Limoniinae,Limoniini,Limonia nubeculosa,BR14:219,Robert. I. Carthy,4650,Terrestrial habitat,Th,Eutroglophile,Mine (various types),,"Maxwell, WGR; Browne, P",,
Machen Lead Mines,-3.1372093,51.581743,ST21308760,Insecta:Diptera,,Mycetophilidae,Sciophilinae,Gnoristini,Speolepta leptogaster larva,BR14:219,Robert. I. Carthy,4652,Terrestrial habitat,DZ,Eutroglophile,Mine (various types),,"Maxwell, WGR; Browne, P",,
Machen Lead Mines,-3.1372093,51.581743,ST21308760,Arachnida:Araneae,,Linyphiidae,,,Lepthyphantes sp.,BR14:219,Robert. I. Carthy,4653,Terrestrial habitat,,Eutroglophile,Mine (various types),,"Maxwell, WGR; Browne, P",,
Machen Lead Mines,-3.1372093,51.581743,ST21308760,Arachnida:Araneae,,Linyphiidae,,,Gonatium rubellum,BR14:219,Robert. I. Carthy,4654,Terrestrial habitat,,Trogloxene,Mine (various types),,"Maxwell, WGR; Browne, P",,
Machen Lead Mines,-3.1372093,51.581743,ST21308760,Arachnida:Araneae,,Tetragnathidae,,,Meta menardi,BR14:219,Robert. I. Carthy,4655,Terrestrial habitat,,Eutroglophile,Mine (various types),,"Maxwell, WGR; Browne, P",,
Machen Lead Mines,-3.1372093,51.581743,ST21308760,Insecta:Collembola,Poduromorpha,Onychiuridae,,,Oligaphorura schoetti,BR14:219,Robert. I. Carthy,4656,Terrestrial habitat,,Troglobiont,Mine (various types),,"Maxwell, WGR; Browne, P",,
Machen Lead Mines,-3.1372093,51.581743,ST21308760,Insecta:Collembola,Entomobryomorpha,Isotomidae,,,Folsomia agrelli,BR14:219,Robert. I. Carthy,4657,Terrestrial habitat,,Troglobiont,Mine (various types),,"Maxwell, WGR; Browne, P",,
Waterston Cress Beds,-2.3671266,50.756717,SY74209530,Crustacea:Amphipoda,,Niphargidae,,,Niphargus aquilex,BR14:220,Robert. I. Carthy,4675,Aquatic habitat,,Troglobiont,Interstitial samples,,"Gledhill, T",,
Waterston Cress Beds,-2.3671266,50.756717,SY74209530,Crustacea:Amphipoda,,Niphargidae,,,Niphargus fontanus,BR14:220,Robert. I. Carthy,4676,Aquatic habitat,,Troglobiont,Interstitial samples,,"Gledhill, T",,
Waterston Cress Beds,-2.3671266,50.756717,SY74209530,Crustacea:Amphipoda,,Niphargidae,,,Niphargus kochianus,BR14:220,Robert. I. Carthy,4677,Aquatic habitat,,Troglobiont,Interstitial samples,,"Gledhill, T",,
Waterston Cress Beds,-2.3671266,50.756717,SY74209530,Crustacea:Amphipoda,,Crangonyctidae,,,Crangonyx subterraneus,BR14:220,Robert. I. Carthy,4678,Aquatic habitat,,Troglobiont,Interstitial samples,,"Gledhill, T",,
Barjarg Limestone Workings,-3.7578159,55.194281,NX88209030,Mollusca:Gastropoda,Pulmonata,Hygromiidae,,,Trochulus hispidus,BR14:220,Robert. I. Carthy,4679,Terrestrial habitat,,Trogloxene,Mine (various types),,"Harvey, WB",,
Allt nan Uamh,-4.931172,58.110017,NC27401720,Insecta:Coleoptera,Adephaga,Carabidae,Nebriinae,Nebriini,Nebria rufescens,BR14:220,Robert. I. Carthy,4680,Terrestrial habitat,,Trogloxene,Cave Scotland,NLGM,"Harvey, WB",,
Goatchurch Cavern,-2.7536123,51.320657,ST47585822,Insecta:Collembola,Neelipleona,Neelidae,,,Neelus murinus,BR14:220,Robert. I. Carthy,4681,Terrestrial habitat,,Eutroglophile,Cave Mendip Hills,,"Gough, H",,
Goatchurch Cavern,-2.7536123,51.320657,ST47585822,Insecta:Collembola,Poduromorpha,Onychiuridae,,,Onychiurus ambulans,BR14:220,Robert. I. Carthy,4682,Terrestrial habitat,,Eutroglophile,Cave Mendip Hills,,"Gough, H",,
Sidcot Swallet,-2.7541951,51.321193,ST47545828,Insecta:Collembola,Neelipleona,Neelidae,,,Neelus murinus,BR14:220,Robert. I. Carthy,4683,Terrestrial habitat,,Eutroglophile,Cave Mendip Hills,,"Gough, H",,
Sidcot Swallet,-2.7541951,51.321193,ST47545828,Insecta:Collembola,Poduromorpha,Hypogastruridae,,,Schaefferia emucronata group,BR14:220,Robert. I. Carthy,4684,Terrestrial habitat,,Eutroglophile,Cave Mendip Hills,,"Gough, H",,
Swildons Hole,-2.6732101,51.259013,ST53125131,Insecta:Collembola,Symphypleona,Arrhopalitidae,,,Pygmarrhopalites principalis,BR14:220,Robert. I. Carthy,4685,Terrestrial habitat,,Eutroglophile,Cave Mendip Hills,,"Gough, H","Vargovitsh 2009a,b",
Bakers Pit Cave,-3.7745576,50.483871,SX74206640,Insecta:Collembola,Poduromorpha,Onychiuridae,,,Deuteraphorura cebennaria,BR14:221,Robert. I. Carthy,4686,Terrestrial habitat,,Eutroglophile,Cave Devon,SLGM,"Gough, H",,
Bakers Pit Cave,-3.7745576,50.483871,SX74206640,Myriapoda:Diplopoda,,Blaniulidae,,,Blaniulus guttulatus,BR14:221,Robert. I. Carthy,4687,Terrestrial habitat,,Eutroglophile,Cave Devon,SLGM,"Gough, H",,
Bakers Pit Cave,-3.7745576,50.483871,SX74206640,Insecta:Collembola,Entomobryomorpha,Isotomidae,,,Folsomia candida,BR14:221,Robert. I. Carthy,4688,Terrestrial habitat,,Eutroglophile,Cave Devon,SLGM,"Gough, H",,
Bakers Pit Cave,-3.7745576,50.483871,SX74206640,Insecta:Collembola,Entomobryomorpha,Entomobryidae,,,Pseudosinella immaculata,BR14:221,Robert. I. Carthy,4689,Terrestrial habitat,,Eutroglophile,Cave Devon,SLGM,"Gough, H",,
Bakers Pit Cave,-3.7745576,50.483871,SX74206640,Myriapoda:Diplopoda,,Craspedosomatidae,,,Nanogona polydesmoides,BR14:221,Robert. I. Carthy,4690,Terrestrial habitat,,Eutroglophile,Cave Devon,SLGM,"Gough, H",,
Rift Cave Buckfastleigh,-3.7731824,50.484792,SX74306650,Insecta:Collembola,Entomobryomorpha,Entomobryidae,,,Lepidocyrtus curvicollis,BR14:221,Robert. I. Carthy,4691,Terrestrial habitat,,Eutroglophile,Cave Devon,SLGM,"Gough, H",,
Reeds Cave,-3.7729107,50.485066,SX74326653,Insecta:Collembola,Symphypleona,Arrhopalitidae,,,Pygmarrhopalites pygmaeus,BR14:221,Robert. I. Carthy,4692,Terrestrial habitat,,Eutroglophile,Cave Devon,SLGM,"Gough, H","Vargovitsh 2009a,b",
Godstone Mine,-0.063556609,51.26463,TQ35205350,Insecta:Collembola,Poduromorpha,Onychiuridae,,,Onychiurus arans,BR14:221,Robert. I. Carthy,4693,Terrestrial habitat,,Eutroglophile,Mine (various types),,"Gough, H",,
Godstone Mine,-0.063556609,51.26463,TQ35205350,Insecta:Diplura,,Campodeidae,,,Campodea sp.,BR14:221,Robert. I. Carthy,4694,Terrestrial habitat,,Trogloxene,Mine (various types),,"Gough, H",,
Godstone Mine,-0.063556609,51.26463,TQ35205350,Myriapoda:Diplopoda,,Julidae,,,Cylindroiulus britannicus,BR14:221,Robert. I. Carthy,4695,Terrestrial habitat,,Trogloxene,Mine (various types),,"Gough, H",,
Godstone Mine,-0.063556609,51.26463,TQ35205350,Insecta:Collembola,Entomobryomorpha,Entomobryidae,,,Heteromurus nitidus,BR14:221,Robert. I. Carthy,4696,Terrestrial habitat,,Eutroglophile,Mine (various types),,"Gough, H",,
Godstone Mine,-0.063556609,51.26463,TQ35205350,Myriapoda:Diplopoda,,Polydesmidae,,,Brachydesmus superus,BR14:221,Robert. I. Carthy,4697,Terrestrial habitat,,Eutroglophile,Mine (various types),,"Gough, H",,
Godstone Mine,-0.063556609,51.26463,TQ35205350,Insecta:Collembola,Poduromorpha,Onychiuridae,,,Onychiurus arans,BR14:221,Robert. I. Carthy,4698,Terrestrial habitat,,Eutroglophile,Mine (various types),,"Gough, H",,
Godstone Mine,-0.063556609,51.26463,TQ35205350,Insecta:Collembola,Poduromorpha,Onychiuridae,,,Deuteraphorura cebennaria,BR14:221,Robert. I. Carthy,4699,Terrestrial habitat,,Eutroglophile,Mine (various types),,"Gough, H",,
Godstone Mine,-0.063556609,51.26463,TQ35205350,Insecta:Lepidoptera,,Erebidae,,,Scoliopteryx libatrix,BR14:221,Robert. I. Carthy,4700,Terrestrial habitat,,Subtroglophile,Mine (various types),,"Gough, H",,
Ogof Ffynnon Ddu,-3.6729425,51.824407,SN84801530,Insecta:Collembola,Neelipleona,Neelidae,,,Megalothorax minimus,BR14:221,Robert. I. Carthy,4701,Terrestrial habitat,,Eutroglophile,Cave South Wales,,"McCullen, P",,
Ogof Ffynnon Ddu,-3.6729425,51.824407,SN84801530,Insecta:Collembola,Symphypleona,Arrhopalitidae,,,Pygmarrhopalites pygmaeus,BR14:221,Robert. I. Carthy,4702,Terrestrial habitat,,Eutroglophile,Cave South Wales,,"McCullen, P","Vargovitsh 2009a,b",
Ogof Ffynnon Ddu,-3.6729425,51.824407,SN84801530,Insecta:Collembola,Entomobryomorpha,Isotomidae,,,Folsomia agrelli,BR14:221,Robert. I. Carthy,4703,Terrestrial habitat,,Troglobiont,Cave South Wales,,"McCullen, P",,
Ogof Ffynnon Ddu,-3.6729425,51.824407,SN84801530,Insecta:Collembola,Symphypleona,Arrhopalitidae,,,Pygmarrhopalites pygmaeus,BR14:222,Robert. I. Carthy,4704,Terrestrial habitat,,Eutroglophile,Cave South Wales,,"McCullen, P","Vargovitsh 2009a,b",
Bakers Pit Cave,-3.7745576,50.483871,SX74206640,Insecta:Collembola,Poduromorpha,Onychiuridae,,,Deuteraphorura cebennaria,BR14:222,Robert. I. Carthy,4705,Terrestrial habitat,,Eutroglophile,Cave Devon,SLGM,"McCullen, P",,
Bakers Pit Cave,-3.7745576,50.483871,SX74206640,Myriapoda:Diplopoda,,Blaniulidae,,,Blaniulus guttulatus,BR14:222,Robert. I. Carthy,4706,Terrestrial habitat,,Eutroglophile,Cave Devon,SLGM,"McCullen, P",,
Pridamsleigh Cave,-3.7656211,50.497498,SX74876790,Annelida:Oligochaeta,,Tubificidae,,,Tubifex ignotus,BR14:222,Robert. I. Carthy,4707,Aquatic habitat,,EUT,Cave Devon,SLGM,"Mitchell, GD",,
Pridamsleigh Cave,-3.7656211,50.497498,SX74876790,Myriapoda:Diplopoda,,Blaniulidae,,,Blaniulus guttulatus,BR14:222,Robert. I. Carthy,4708,Terrestrial habitat,,Eutroglophile,Cave Devon,SLGM,"Mitchell, GD",,
Pridamsleigh Cave,-3.7656211,50.497498,SX74876790,Myriapoda:Diplopoda,,Craspedosomatidae,,,Nanogona polydesmoides,BR14:222,Robert. I. Carthy,4709,Terrestrial habitat,,Eutroglophile,Cave Devon,SLGM,"Mitchell, GD",,
Pridamsleigh Cave,-3.7656211,50.497498,SX74876790,Insecta:Collembola,Poduromorpha,Hypogastruridae,,,Schaefferia emucronata group,BR14:222,Robert. I. Carthy,4710,Terrestrial habitat,,Eutroglophile,Cave Devon,SLGM,"Mitchell, GD",,
Pridamsleigh Cave,-3.7656211,50.497498,SX74876790,Crustacea:Isopoda,,Asellidae,,,Proasellus meridianus,BR14:222,Robert. I. Carthy,4711,Aquatic habitat,,Trogloxene,Cave Devon,SLGM,"Mitchell, GD",,
Swildons Hole,-2.6732101,51.259013,ST53125131,Annelida:Oligochaeta,,Tubificidae,,,Tubifex ignotus,BR14:222,Robert. I. Carthy,4712,Aquatic habitat,,EUT,Cave Mendip Hills,,"Mitchell, GD",,
Swildons Hole,-2.6732101,51.259013,ST53125131,Insecta:Collembola,Poduromorpha,Neanuridae,,,Anurida granaria,BR14:222,Robert. I. Carthy,4713,Terrestrial habitat,,Eutroglophile,Cave Mendip Hills,,"Mitchell, GD",,
Swildons Hole,-2.6732101,51.259013,ST53125131,Insecta:Collembola,Poduromorpha,Onychiuridae,,,Deuteraphorura cebennaria,BR14:222,Robert. I. Carthy,4714,Terrestrial habitat,,Eutroglophile,Cave Mendip Hills,,"Mitchell, GD",,
Swildons Hole,-2.6732101,51.259013,ST53125131,Insecta:Hemiptera,Heteroptera,Veliidae,,,Velia caprai,BR14:222,Robert. I. Carthy,4715,Aquatic habitat,,Eutroglophile,Cave Mendip Hills,,"Mitchell, GD",,
Swildons Hole,-2.6732101,51.259013,ST53125131,Insecta:Coleoptera,Hydradephaga,Dytiscidae,,,Agabus guttatus,BR14:222,Robert. I. Carthy,4716,Aquatic habitat,,Eutroglophile,Cave Mendip Hills,,"Mitchell, GD",,
Swildons Hole,-2.6732101,51.259013,ST53125131,Insecta:Diptera,,Chironomidae,Orthocladiinae,,Brillia bifida,BR14:222,Robert. I. Carthy,4718,Terrestrial habitat,DZ,Trogloxene,Cave Mendip Hills,,"Mitchell, GD",,
Swildons Hole,-2.6732101,51.259013,ST53125131,Crustacea:Isopoda,Isopoda,Asellidae,,,Proasellus cavaticus,BR14:222,Robert. I. Carthy,4719,Aquatic habitat,,Troglobiont,Cave Mendip Hills,,"Mitchell, GD",,
Swildons Hole,-2.6732101,51.259013,ST53125131,Crustacea:Isopoda,Isopoda,Asellidae,,,Proasellus cavaticus,BR14:222,Robert. I. Carthy,4720,Aquatic habitat,,Troglobiont,Cave Mendip Hills,,"Mitchell, GD",,
Browgill Cave,-2.3080339,54.194666,SD80007770,Insecta:Ephemeroptera,,,,,Rhithrogena semicolorata nymphs,BR14:222,Robert. I. Carthy,4721,Aquatic habitat,ng,Trogloxene,Cave Yorkshire Dales,NLGM,"Mitchell, GD",,
Sell Gill Holes,-2.2909599,54.164151,SD81107430,Insecta:Collembola,Entomobryomorpha,Isotomidae,,,Desoria tigrina,BR14:222,Robert. I. Carthy,4722,Terrestrial habitat,,Trogloxene,Cave Yorkshire Dales,NLGM,"Mitchell, GD",,
Sell Gill Holes,-2.2909599,54.164151,SD81107430,Insecta:Ephemeroptera,,,,,Paraleptophlebia sp. nymph,BR14:222,Robert. I. Carthy,4723,Aquatic habitat,,Trogloxene,Cave Yorkshire Dales,NLGM,"Mitchell, GD",,
Swildons Hole,-2.6732101,51.259013,ST53125131,Insecta:Plecoptera,,,,,Leuctra sp. nymph,BR14:223,Robert. I. Carthy,4724,Aquatic habitat,,Trogloxene,Cave Mendip Hills,,"Mitchell, GD",,
Swildons Hole,-2.6732101,51.259013,ST53125131,Insecta:Trichoptera,,Limnephilidae,,cased,Potamophylax sp. larva,BR14:223,Robert. I. Carthy,4725,Aquatic habitat,DZ,Trogloxene,Cave Mendip Hills,,"Mitchell, GD",,
Swildons Hole,-2.6732101,51.259013,ST53125131,Insecta:Trichoptera,,Polycentropodidae,,caseless,Plectrocnemia geniculata larva,BR14:223,Robert. I. Carthy,4726,Aquatic habitat,DZ,Trogloxene,Cave Mendip Hills,,"Mitchell, GD",,
Swildons Hole,-2.6732101,51.259013,ST53125131,Insecta:Coleoptera,Hydradephaga,Dytiscidae,,,Agabus guttatus,BR14:223,Robert. I. Carthy,4727,Aquatic habitat,,Eutroglophile,Cave Mendip Hills,,"Mitchell, GD",,
Allithwaite Cave,-2.9360056,54.175244,SD39007590,Mollusca:Gastropoda,Pulmonata,Helicidae,,,Arianta arbustorum,BR14:223,Robert. I. Carthy,4728,Terrestrial habitat,,Trogloxene,Cave Morecambe Bay,,"Dixon, J",,
Allithwaite Cave,-2.9360056,54.175244,SD39007590,Mollusca:Gastropoda,Pulmonata,Arionidae,,,Arion intermedius,BR14:223,Robert. I. Carthy,4729,Terrestrial habitat,,Trogloxene,Cave Morecambe Bay,,"Dixon, J",,
Allithwaite Cave,-2.9360056,54.175244,SD39007590,Mollusca:Gastropoda,Pulmonata,Oxychilidae,,,Oxychilus alliarius,BR14:223,Robert. I. Carthy,4730,Terrestrial habitat,,Eutroglophile,Cave Morecambe Bay,,"Dixon, J",,
Allithwaite Cave,-2.9360056,54.175244,SD39007590,Myriapoda:Diplopoda,,Craspedosomatidae,,,Nanogona polydesmoides,BR14:223,Robert. I. Carthy,4731,Terrestrial habitat,,Eutroglophile,Cave Morecambe Bay,,"Dixon, J",,
Allithwaite Cave,-2.9360056,54.175244,SD39007590,Myriapoda:Diplopoda,,Julidae,,,Ophyiulus pilosus,BR14:223,Robert. I. Carthy,4732,Terrestrial habitat,,Trogloxene,Cave Morecambe Bay,,"Dixon, J",,
Allithwaite Cave,-2.9360056,54.175244,SD39007590,Myriapoda:Diplopoda,,Julidae,,,Tachypodoiulus niger,BR14:223,Robert. I. Carthy,4733,Terrestrial habitat,,Eutroglophile,Cave Morecambe Bay,,"Dixon, J",,
Allithwaite Cave,-2.9360056,54.175244,SD39007590,Insecta:Coleoptera,Polyphaga,Leiodidae,Cholevinae,Cholevini,Catops nigricans,BR14:223,Robert. I. Carthy,4734,Terrestrial habitat,,Trogloxene,Cave Morecambe Bay,,"Dixon, J",,
Allithwaite Cave,-2.9360056,54.175244,SD39007590,Insecta:Diptera,,Phoridae,,,Megaselia sp.,BR14:223,Robert. I. Carthy,4735,Terrestrial habitat,DZ,Trogloxene,Cave Morecambe Bay,,"Dixon, J",,
Allithwaite Cave,-2.9360056,54.175244,SD39007590,Insecta:Diptera,,Sphaeroceridae,Copromyzinae,,Crumomyia nitida,BR14:223,Robert. I. Carthy,4736,Terrestrial habitat,DZ,Eutroglophile,Cave Morecambe Bay,,"Dixon, J",,
Allithwaite Cave,-2.9360056,54.175244,SD39007590,Insecta:Diptera,,Culicidae,,,Culex pipiens,BR14:223,Robert. I. Carthy,4737,Terrestrial habitat,DZ,Subtroglophile,Cave Morecambe Bay,,"Dixon, J",,
Allithwaite Cave,-2.9360056,54.175244,SD39007590,Insecta:Diptera,,Heleomyzidae,Heleomyzinae,Heleomyzini,Heleomyza captiosa,BR14:223,Robert. I. Carthy,4738,Terrestrial habitat,DZ,Eutroglophile,Cave Morecambe Bay,,"Dixon, J",,
Allithwaite Cave,-2.9360056,54.175244,SD39007590,Crustacea:Isopoda,,Oniscidae,,,Oniscus asellus,BR14:223,Robert. I. Carthy,4739,Terrestrial habitat,,Eutroglophile,Cave Morecambe Bay,,"Dixon, J",,
Allithwaite Cave,-2.9360056,54.175244,SD39007590,Crustacea:Isopoda,,Porcellionidae,,,Porcellio scaber,BR14:223,Robert. I. Carthy,4740,Terrestrial habitat,,Trogloxene,Cave Morecambe Bay,,"Dixon, J",,
Allithwaite Cave,-2.9360056,54.175244,SD39007590,Crustacea:Isopoda,,Trichoniscidae,,,Androniscus dentiger,BR14:223,Robert. I. Carthy,4741,Terrestrial habitat,,Eutroglophile,Cave Morecambe Bay,,"Dixon, J",,
Allithwaite Cave,-2.9360056,54.175244,SD39007590,Crustacea:Amphipoda,,Gammaridae,,,Gammarus pulex,BR14:223,Robert. I. Carthy,4742,Aquatic habitat,,Eutroglophile,Cave Morecambe Bay,,"Dixon, J",,
Allithwaite Cave,-2.9360056,54.175244,SD39007590,Arachnida:Araneae,,Nesticidae,,,Nesticus cellulanus juvenile,BR14:223,Robert. I. Carthy,4743,Terrestrial habitat,,Eutroglophile,Cave Morecambe Bay,,"Dixon, J",,
Blackside Pot,-2.3210485,54.291695,SD79208850,Insecta:Diptera,,Culicidae,,,Culex pipiens,BR14:223,Robert. I. Carthy,4744,Terrestrial habitat,DZ,Subtroglophile,Cave Yorkshire Dales,NLGM,"Dixon, J",,
Blackside Pot,-2.3210485,54.291695,SD79208850,Arachnida:Araneae,,Tetragnathidae,,,Metellina merianae,BR14:223,Robert. I. Carthy,4745,Terrestrial habitat,,Eutroglophile,Cave Yorkshire Dales,NLGM,"Dixon, J",,
Boggs Level,-1.8298811,53.80937,SE11303480,Insecta:Diptera,,Mycetophilidae,Sciophilinae,Gnoristini,Speolepta leptogaster,BR14:224,Robert. I. Carthy,4746,Terrestrial habitat,DTh,Eutroglophile,Mine (various types),NLGM,"Dixon, J",,
Buckden Gavel Mine,-2.0704767,54.199533,SD95507820,Insecta:Diptera,,Sciaridae,,,Corynoptera sp.,BR14:224,Robert. I. Carthy,4747,Terrestrial habitat,DZ,Eutroglophile,Mine (various types),NLGM,"Dixon, J",,
Buckden Gavel Mine,-2.0704767,54.199533,SD95507820,Insecta:Diptera,,Sciaridae,,,Lycoriella sp.,BR14:224,Robert. I. Carthy,4748,Terrestrial habitat,DZ,Eutroglophile,Mine (various types),NLGM,"Dixon, J",,
Calvert Mine,-2.3896135,54.718373,NY75003600,Annelida:Oligochaeta,,Lumbricidae,,,Dendrodrilus rubidus,BR14:224,Robert. I. Carthy,4751,Terrestrial habitat,,Eutroglophile,Mine (various types),NLGM,"Dixon, J",Epigeic,
Calvert Mine,-2.3896135,54.718373,NY75003600,Insecta:Collembola,Poduromorpha,Onychiuridae,,,Deuteraphorura cebennaria,BR14:224,Robert. I. Carthy,4752,Terrestrial habitat,,Eutroglophile,Mine (various types),NLGM,"Dixon, J",,
Calvert Mine,-2.3896135,54.718373,NY75003600,Insecta:Collembola,Poduromorpha,Hypogastruridae,,,Hypogastrura purpurescens,BR14:224,Robert. I. Carthy,4753,Terrestrial habitat,,Eutroglophile,Mine (various types),NLGM,"Dixon, J",,
Calvert Mine,-2.3896135,54.718373,NY75003600,Insecta:Diptera,,Culicidae,,,Culex pipiens,BR14:224,Robert. I. Carthy,4754,Terrestrial habitat,DTh + DZ,Subtroglophile,Mine (various types),NLGM,"Dixon, J",,
Calvert Mine,-2.3896135,54.718373,NY75003600,Insecta:Diptera,,Sciaridae,,,Bradysia sp.,BR14:224,Robert. I. Carthy,4755,Terrestrial habitat,DZ,Eutroglophile,Mine (various types),NLGM,"Dixon, J",,
Calvert Mine,-2.3896135,54.718373,NY75003600,Insecta:Diptera,,Mycetophilidae,Sciophilinae,Gnoristini,Speolepta leptogaster larva,BR14:224,Robert. I. Carthy,4756,Terrestrial habitat,DZ,Eutroglophile,Mine (various types),NLGM,"Dixon, J",,
Firestone Mine Teesdale,-2.0836303,54.638092,NY94702700,Myriapoda:Diplopoda,,Blaniulidae,,,Blaniulus guttulatus,BR14:224,Robert. I. Carthy,4757,Terrestrial habitat,,Eutroglophile,Mine (various types),NLGM,"Dixon, J",,
Firestone Mine Teesdale,-2.0836303,54.638092,NY94702700,Myriapoda:Diplopoda,,Blaniulidae,,,Proteroiulus fuscus,BR14:224,Robert. I. Carthy,4758,Terrestrial habitat,,Eutroglophile,Mine (various types),NLGM,"Dixon, J",,
Firestone Mine Teesdale,-2.0836303,54.638092,NY94702700,Insecta:Collembola,Entomobryomorpha,Tomoceridae,,,Tomocerus minor,BR14:224,Robert. I. Carthy,4759,Terrestrial habitat,,Eutroglophile,Mine (various types),NLGM,"Dixon, J",,
Goyden Pot,-1.8482782,54.181484,SE10007620,Insecta:Diptera,,Chironomidae,Chironominae,Chironomini,Chironomus sp.,BR14:224,Robert. I. Carthy,4760,Terrestrial habitat,DZ,Trogloxene,Cave Yorkshire Dales,NLGM,"Dixon, J",,
